region,source_medium,revenue,transactions
State of Tocantins,google / cpc,"0,00",0
State of Tocantins,google / cpc,"0,00",0
State of Tocantins,google / cpc,"0,00",0
State of Tocantins,google / cpc,"0,00",0
State of Tocantins,google / cpc,"0,00",0
State of Tocantins,google / cpc,"0,00",0
State of Tocantins,google / cpc,"0,00",0
State of Tocantins,google / cpc,"0,00",0
State of Tocantins,google / cpc,"0,00",0
State of Tocantins,google / cpc,"0,00",0
Szabolcs-Szatmar-Bereg,google / cpc,"0,00",0
Tolna County,google / cpc,"0,00",0
Tolna County,google / cpc,"0,00",0
Virginia,google / cpc,"0,00",0
Virginia,google / cpc,"0,00",0
Virginia,google / organic,"0,00",0
West Java,google / cpc,"0,00",0
West Java,google / cpc,"0,00",0
State of Amazonas,google / cpc,"0,00",0
State of Bahia,google / cpc,"0,00",0
State of Ceara,google / cpc,"0,00",0
State of Ceara,google / cpc,"0,00",0
State of Goias,google / cpc,"0,00",0
State of Goias,google / cpc,"0,00",0
State of Maranhao,google / cpc,"0,00",0
State of Maranhao,embalagem / referral,"0,00",0
State of Mato Grosso,google / cpc,"0,00",0
State of Mato Grosso,google / cpc,"0,00",0
State of Mato Grosso do Sul,google / cpc,"0,00",0
State of Minas Gerais,google / cpc,"0,00",0
State of Minas Gerais,google / cpc,"0,00",0
State of Minas Gerais,google / cpc,"0,00",0
State of Minas Gerais,google / cpc,"0,00",0
State of Minas Gerais,google / cpc,"0,00",0
State of Para,google / cpc,"0,00",0
State of Para,google / cpc,"0,00",0
State of Parana,google / cpc,"0,00",0
State of Parana,google / cpc,"0,00",0
State of Parana,google / cpc,"0,00",0
State of Parana,facebook / organic,"0,00",0
State of Pernambuco,google / cpc,"0,00",0
State of Pernambuco,google / cpc,"0,00",0
State of Pernambuco,youtube / video,"0,00",0
State of Rio de Janeiro,google / cpc,"0,00",0
State of Rio de Janeiro,google / cpc,"0,00",0
State of Rio de Janeiro,google / organic,"0,00",0
State of Rio de Janeiro,google / cpc,"0,00",0
State of Rio Grande do Norte,google / cpc,"0,00",0
State of Rio Grande do Sul,google / cpc,"0,00",0
State of Rio Grande do Sul,google / cpc,"0,00",0
State of Santa Catarina,(direct) / (none),"0,00",0
State of Santa Catarina,google / cpc,"0,00",0
State of Santa Catarina,google / cpc,"0,00",0
State of Sao Paulo,google / cpc,"0,00",0
State of Sao Paulo,google / cpc,"0,00",0
State of Sao Paulo,google / cpc,"0,00",0
State of Sao Paulo,google / cpc,"0,00",0
State of Sao Paulo,google / cpc,"0,00",0
State of Sao Paulo,google / cpc,"0,00",0
State of Sao Paulo,google / cpc,"0,00",0
State of Sao Paulo,google / cpc,"0,00",0
State of Sao Paulo,google / cpc,"0,00",0
State of Sao Paulo,google / cpc,"0,00",0
State of Sao Paulo,facebook / organic,"0,00",0
(not set),brf-global.com / referral,"0,00",0
(not set),crm / email,"0,00",0
(not set),crm / email,"0,00",0
(not set),crm / email,"0,00",0
(not set),google / cpc,"0,00",0
(not set),google / organic,"869,16",1
(not set),site-institucional / rodape,"0,00",0
(not set),site-sadia / footer-,"0,00",0
(not set),whatsapp / whatsapp_faq_vincular_numero_de_telefone,"0,00",0
Aveiro District,brf-global.com / referral,"0,00",0
Bavaria,(direct) / (none),"0,00",0
Bay of Plenty,CRM / Email,"0,00",0
Bekes County,google / organic,"2.612,06",1
East Java,crm / email,"0,00",0
Federal District,(direct) / (none),"6.810,69",7
Federal District,bing / organic,"0,00",0
Federal District,brf-global.com / referral,"828,64",1
Federal District,crm / email,"0,00",0
Federal District,crm / email,"0,00",0
Federal District,google / cpc,"0,00",0
Federal District,google / cpc,"1.890,77",1
Federal District,google / cpc,"0,00",0
Federal District,google / organic,"6.607,51",3
Federal District,site-institucional / rodape,"0,00",0
Federal District,whatsapp / whatsapp_quero_me_cadastrar,"0,00",0
Federal District,"crm,crm / email,email","0,00",0
Federal District,crm / email,"0,00",0
Federal District,"crm,crm / email,email","1.572,00",1
Gauteng,google / cpc,"0,00",0
Hauts-de-France,google / cpc,"15.288,64",6
Hauts-de-France,google / organic,"457,62",1
Hauts-de-France,sfmc / email,"0,00",0
Hessen,(direct) / (none),"0,00",0
Hessen,crm / email,"0,00",0
Iowa,(direct) / (none),"0,00",0
Jasz-Nagykun-Szolnok,site-sadia / referral,"0,00",0
Limburg,google / cpc,"2.224,60",1
Lombardy,sadia.com.br / referral,"0,00",0
Lombardy,site-sadia / footer-,"0,00",0
Lombardy,site-sadia / referral,"0,00",0
Lombardy,whatsapp / whatsapp_quero_me_cadastrar,"0,00",0
Massachusetts,google / organic,"0,00",0
Metro Manila,site-institucional / nossas-marcas,"0,00",0
Ninh Binh,site-institucional / rodape,"0,00",0
North Holland,sadia.com.br / referral,"0,00",0
North Holland,site-sadia / referral,"0,00",0
Selangor,site-institucional / rodape,"0,00",0
State of Alagoas,(direct) / (none),"7.983,82",8
State of Alagoas,bing / organic,"3.995,18",1
State of Alagoas,google / cpc,"0,00",0
State of Alagoas,google / cpc,"11.498,06",5
State of Alagoas,google / organic,"2.128,54",4
State of Alagoas,site-institucional / portais,"0,00",0
State of Alagoas,site-institucional / rodape,"1.349,00",1
State of Alagoas,crm / email,"926,45",2
State of Amapa,(direct) / (none),"0,00",0
State of Amazonas,(direct) / (none),"29.783,34",9
State of Amazonas,bing / organic,"0,00",0
State of Amazonas,brf-global.com / referral,"0,00",0
State of Amazonas,google / cpc,"5.195,40",2
State of Amazonas,google / organic,"1.378,47",2
State of Amazonas,site-institucional / portais,"0,00",0
State of Bahia,(direct) / (none),"11.888,23",14
State of Bahia,bing / organic,"1.707,72",3
State of Bahia,br.search.yahoo.com / referral,"0,00",0
State of Bahia,google / cpc,"1.671,54",2
State of Bahia,google / cpc,"0,00",0
State of Bahia,google / cpc,"18.511,89",8
State of Bahia,google / cpc,"0,00",0
State of Bahia,google / organic,"3.762,45",4
State of Bahia,sadia.com.br / referral,"0,00",0
State of Bahia,site-institucional / portais,"0,00",0
State of Bahia,site-institucional / rodape,"4.177,76",1
State of Bahia,site-sadia / footer-,"0,00",0
State of Bahia,site-sadia / referral,"0,00",0
State of Bahia,web.telegram.org / referral,"0,00",0
State of Bahia,whatsapp / Central_Friday,"0,00",0
State of Bahia,whatsapp / whatsapp_faq_como_cancelar_pedido,"0,00",0
State of Bahia,whatsapp / whatsapp_faq_vincular_numero_de_telefone,"0,00",0
State of Bahia,whatsapp / whatsapp_quero_me_cadastrar,"458,80",1
State of Bahia,sfmc / email,"0,00",0
State of Bahia,"crm,crm / email,email","0,00",0
State of Bahia,crm / email,"0,00",0
State of Ceara,(direct) / (none),"26.024,40",6
State of Ceara,bing / organic,"0,00",0
State of Ceara,brf-global.com / referral,"0,00",0
State of Ceara,brf.my.site.com / referral,"0,00",0
State of Ceara,CRM / email,"0,00",0
State of Ceara,google / cpc,"5.429,90",5
State of Ceara,google / cpc,"0,00",0
State of Ceara,google / organic,"9.661,43",7
State of Ceara,mybees.com.br / referral,"0,00",0
State of Ceara,site-institucional / banner-peq-home,"455,39",1
State of Ceara,site-institucional / banner-principal-home,"0,00",0
State of Ceara,site-institucional / portais,"0,00",0
State of Ceara,whatsapp / feristas_janeiro,"592,98",1
State of Ceara,whatsapp / whatsapp_faq_vincular_numero_de_telefone,"96.822,45",4
State of Ceara,whatsapp / whatsapp_quero_me_cadastrar,"0,00",0
State of Ceara,crm / email,"0,00",0
State of Espirito Santo,(direct) / (none),"25.331,24",4
State of Espirito Santo,bing / organic,"0,00",0
State of Espirito Santo,email / email,"0,00",0
State of Espirito Santo,google / cpc,"0,00",0
State of Espirito Santo,google / organic,"5.612,88",5
State of Espirito Santo,site-institucional / portais,"614,63",1
State of Espirito Santo,site-sadia / referral,"0,00",0
State of Espirito Santo,whatsapp / Ofertas_novembro_2q,"4.561,43",1
State of Goias,(direct) / (none),"26.834,73",16
State of Goias,bing / organic,"1.836,05",1
State of Goias,br.search.yahoo.com / referral,"2.625,77",2
State of Goias,brf-global.com / referral,"868,26",1
State of Goias,google / cpc,"5.280,89",5
State of Goias,google / cpc,"0,00",0
State of Goias,google / organic,"2.919,61",3
State of Goias,pesquisa.brf.com / referral,"0,00",0
State of Goias,qualy.com.br / referral,"1.371,97",1
State of Goias,site-institucional / banner-peq-home,"0,00",0
State of Goias,site-institucional / banner-principal-home,"9.460,30",4
State of Goias,site-institucional / portais,"2.109,44",2
State of Goias,site-qualy / referral,"0,00",0
State of Goias,whatsapp / Central_Friday,"3.650,36",3
State of Goias,whatsapp / whatsapp_faq_vincular_numero_de_telefone,"0,00",0
State of Goias,whatsapp / whatsapp_quero_me_cadastrar,"0,00",0
State of Maranhao,(direct) / (none),"806,03",1
State of Maranhao,bing / organic,"0,00",0
State of Maranhao,google / cpc,"684,51",1
State of Maranhao,google / cpc,"0,00",0
State of Maranhao,google / organic,"0,00",0
State of Maranhao,site-institucional / portais,"0,00",0
State of Mato Grosso,(direct) / (none),"6.615,69",5
State of Mato Grosso,br.search.yahoo.com / referral,"0,00",0
State of Mato Grosso,CRM / email,"0,00",0
State of Mato Grosso,google / cpc,"0,00",0
State of Mato Grosso,google / cpc,"0,00",0
State of Mato Grosso,google / cpc,"21.316,68",5
State of Mato Grosso,google / organic,"77.192,10",23
State of Mato Grosso,"crm,crm / email,email","1.493,67",1
State of Mato Grosso do Sul,(direct) / (none),"42.018,02",7
State of Mato Grosso do Sul,google / cpc,"0,00",0
State of Mato Grosso do Sul,google / cpc,"0,00",0
State of Mato Grosso do Sul,google / cpc,"0,00",0
State of Mato Grosso do Sul,google / cpc,"0,00",0
State of Mato Grosso do Sul,google / organic,"1.965,07",1
State of Mato Grosso do Sul,sadia.com.br / referral,"860,60",1
State of Mato Grosso do Sul,site-sadia / referral,"0,00",0
State of Minas Gerais,(direct) / (none),"95.805,59",43
State of Minas Gerais,bing / organic,"0,00",0
State of Minas Gerais,brf--brfsbuat.sandbox.lightning.force.com / referral,"0,00",0
State of Minas Gerais,brf--brfsbuat.sandbox.my.salesforce.com / referral,"2.104,73",4
State of Minas Gerais,brf-global.com / referral,"0,00",0
State of Minas Gerais,brf.my.site.com / referral,"0,00",0
State of Minas Gerais,CRM / email,"0,00",0
State of Minas Gerais,google / cpc,"0,00",0
State of Minas Gerais,google / cpc,"32.189,14",18
State of Minas Gerais,google / cpc,"0,00",0
State of Minas Gerais,google / cpc,"566,91",1
State of Minas Gerais,google / organic,"18.473,40",12
State of Minas Gerais,pesquisa.brf.com / referral,"0,00",0
State of Minas Gerais,site-institucional / banner-peq-home,"0,00",0
State of Minas Gerais,site-institucional / banner-principal-home,"0,00",0
State of Minas Gerais,site-institucional / portais,"0,00",0
State of Minas Gerais,site-institucional / rodape,"854,98",1
State of Minas Gerais,site-institucional / sobre,"0,00",0
State of Minas Gerais,site-sadia / footer-,"0,00",0
State of Minas Gerais,site-sadia / referral,"1.765,10",2
State of Minas Gerais,whatsapp / whatsapp_faq_vincular_numero_de_telefone,"0,00",0
State of Minas Gerais,whatsapp / whatsapp_quero_me_cadastrar,"0,00",0
State of Minas Gerais,"crm,sfmc / email,email","0,00",0
State of Minas Gerais,"crm,sfmc / email,email","0,00",0
State of Minas Gerais,"crm,sfmc / email,email","1.628,32",1
State of Minas Gerais,sfmc / email,"0,00",0
State of Minas Gerais,sfmc / email,"0,00",0
State of Minas Gerais,sfmc / email,"0,00",0
State of Minas Gerais,crm / email,"1.005,41",1
State of Minas Gerais,"crm,crm / email,email","0,00",0
State of Minas Gerais,crm / email,"0,00",0
State of Minas Gerais,"crm,crm / email,email","0,00",0
State of Para,(direct) / (none),"31.441,34",9
State of Para,CRM / email,"7.332,56",2
State of Para,google / cpc,"46.542,15",5
State of Para,google / organic,"13.421,04",5
State of Para,site-institucional / sobre,"0,00",0
State of Paraiba,(direct) / (none),"432,74",1
State of Paraiba,google / organic,"1.577,93",1
State of Parana,(direct) / (none),"93.315,42",34
State of Parana,bing / organic,"102.251,39",6
State of Parana,brf--brfsbuat.sandbox.lightning.force.com / referral,"1.849,38",3
State of Parana,brf--brfsbuat.sandbox.my.site.com / referral,"0,00",0
State of Parana,brf-global.com / referral,"0,00",0
State of Parana,brf.force.com / referral,"0,00",0
State of Parana,brf.my.salesforce.com / referral,"0,00",0
State of Parana,brf.my.site.com / referral,"35.679,00",5
State of Parana,crm / email,"0,00",0
State of Parana,crm / email,"0,00",0
State of Parana,CRM / email,"0,00",0
State of Parana,CRM / email,"0,00",0
State of Parana,google / cpc,"0,00",0
State of Parana,google / cpc,"0,00",0
State of Parana,google / cpc,"23.450,84",12
State of Parana,google / cpc,"0,00",0
State of Parana,google / organic,"16.318,70",10
State of Parana,sadia.com.br / referral,"0,00",0
State of Parana,site-institucional / banner-peq-home,"0,00",0
State of Parana,site-institucional / banner-principal-home,"0,00",0
State of Parana,site-institucional / nossas-marcas,"0,00",0
State of Parana,site-institucional / portais,"0,00",0
State of Parana,site-institucional / rodape,"3.991,98",1
State of Parana,site-institucional / sobre,"0,00",0
State of Parana,site-sadia / referral,"0,00",0
State of Parana,statics.teams.cdn.office.net / referral,"0,00",0
State of Parana,whatsapp / banner,"0,00",0
State of Parana,whatsapp / mortadela_20221020,"0,00",0
State of Parana,whatsapp / whatsapp_faq_vincular_numero_de_telefone,"0,00",0
State of Parana,whatsapp / whatsapp_quero_me_cadastrar,"0,00",0
State of Parana,sfmc / email,"593,38",1
State of Parana,crm / email,"0,00",0
State of Pernambuco,(direct) / (none),"28.534,86",22
State of Pernambuco,bing / organic,"3.276,65",3
State of Pernambuco,br.search.yahoo.com / referral,"0,00",0
State of Pernambuco,brf-global.com / referral,"0,00",0
State of Pernambuco,CRM / email,"3.970,60",2
State of Pernambuco,google / cpc,"96.725,28",14
State of Pernambuco,google / cpc,"1.683,68",1
State of Pernambuco,google / organic,"27.557,73",21
State of Pernambuco,pesquisa.brf.com / referral,"474,24",1
State of Pernambuco,site-institucional / banner-principal-home,"0,00",0
State of Pernambuco,site-institucional / portais,"0,00",0
State of Pernambuco,site-institucional / rodape,"0,00",0
State of Pernambuco,"crm,sfmc / email,email","0,00",0
State of Pernambuco,"crm,crm / email,email","0,00",0
State of Pernambuco,crm / email,"52.778,12",8
State of Piaui,(direct) / (none),"14.432,35",4
State of Piaui,bing / organic,"0,00",0
State of Piaui,google / cpc,"1.020,87",1
State of Piaui,google / organic,"421,96",1
State of Piaui,mybees.com.br / referral,"0,00",0
State of Piaui,whatsapp / whatsapp_faq_vincular_numero_de_telefone,"0,00",0
State of Rio de Janeiro,(direct) / (none),"108.917,51",42
State of Rio de Janeiro,bing / organic,"45.521,08",10
State of Rio de Janeiro,br.search.yahoo.com / referral,"0,00",0
State of Rio de Janeiro,brf-global.com / referral,"0,00",0
State of Rio de Janeiro,brf.force.com / referral,"1.275,96",2
State of Rio de Janeiro,CRM / email,"0,00",0
State of Rio de Janeiro,google / cpc,"0,00",0
State of Rio de Janeiro,google / cpc,"0,00",0
State of Rio de Janeiro,google / cpc,"92.815,23",29
State of Rio de Janeiro,google / cpc,"0,00",0
State of Rio de Janeiro,google / cpc,"0,00",0
State of Rio de Janeiro,google / cpc,"0,00",0
State of Rio de Janeiro,google / cpc,"0,00",0
State of Rio de Janeiro,google / organic,"165.784,41",32
State of Rio de Janeiro,site-institucional / banner-peq-home,"0,00",0
State of Rio de Janeiro,site-institucional / banner-principal-home,"2.833,63",2
State of Rio de Janeiro,site-institucional / portais,"5.909,94",2
State of Rio de Janeiro,site-institucional / sobre,"0,00",0
State of Rio de Janeiro,site-sadia / referral,"0,00",0
State of Rio de Janeiro,whatsapp / whatsapp_faq_vincular_numero_de_telefone,"0,00",0
State of Rio de Janeiro,whatsapp / whatsapp_quero_me_cadastrar,"504,10",1
State of Rio de Janeiro,"crm,sfmc / email,email","0,00",0
State of Rio de Janeiro,"crm,sfmc / email,email","1.892,72",2
State of Rio de Janeiro,"crm,crm / email,email","0,00",0
State of Rio de Janeiro,sfmc / email,"0,00",0
State of Rio de Janeiro,sfmc / email,"0,00",0
State of Rio de Janeiro,"crm,crm / email,email","484,80",1
State of Rio de Janeiro,bing / cpc,"2.190,99",2
State of Rio Grande do Norte,(direct) / (none),"6.405,18",4
State of Rio Grande do Norte,google / organic,"31.277,92",3
State of Rio Grande do Norte,sadia.com.br / referral,"0,00",0
State of Rio Grande do Norte,site-institucional / portais,"569,32",1
State of Rio Grande do Norte,site-sadia / referral,"0,00",0
State of Rio Grande do Norte,whatsapp / whatsapp_faq_novo_cadastro_cnpj,"0,00",0
State of Rio Grande do Norte,sfmc / email,"534,00",1
State of Rio Grande do Norte,crm / email,"0,00",0
State of Rio Grande do Norte,crm / email,"0,00",0
State of Rio Grande do Norte,"crm,crm / email,email","0,00",0
State of Rio Grande do Sul,(direct) / (none),"67.097,61",31
State of Rio Grande do Sul,bing / organic,"766,62",1
State of Rio Grande do Sul,br.search.yahoo.com / referral,"7.526,29",2
State of Rio Grande do Sul,brf-global.com / referral,"0,00",0
State of Rio Grande do Sul,CRM / email,"0,00",0
State of Rio Grande do Sul,google / cpc,"10.899,26",5
State of Rio Grande do Sul,google / cpc,"15.808,40",11
State of Rio Grande do Sul,google / cpc,"0,00",0
State of Rio Grande do Sul,google / cpc,"0,00",0
State of Rio Grande do Sul,google / organic,"15.506,65",16
State of Rio Grande do Sul,site-institucional / banner-principal-home,"463,96",1
State of Rio Grande do Sul,site-institucional / portais,"0,00",0
State of Rio Grande do Sul,site-institucional / rodape,"0,00",0
State of Rio Grande do Sul,site-institucional / sobre,"0,00",0
State of Rio Grande do Sul,site-sadia / footer-,"0,00",0
State of Rio Grande do Sul,whatsapp / banner,"0,00",0
State of Rio Grande do Sul,whatsapp / fifo_setembro,"0,00",0
State of Rio Grande do Sul,whatsapp / whatsapp_faq_fazer_pedido_pelo_whats,"0,00",0
State of Rio Grande do Sul,whatsapp / whatsapp_faq_vincular_numero_de_telefone,"0,00",0
State of Rio Grande do Sul,whatsapp / whatsapp_quero_me_cadastrar,"0,00",0
State of Rio Grande do Sul,sfmc / email,"0,00",0
State of Rio Grande do Sul,crm / email,"0,00",0
State of Rio Grande do Sul,crm / email,"0,00",0
State of Santa Catarina,(direct) / (none),"159.108,83",26
State of Santa Catarina,bing / organic,"0,00",0
State of Santa Catarina,bing / organic,"0,00",0
State of Santa Catarina,brf-global.com / referral,"0,00",0
State of Santa Catarina,brf.my.site.com / referral,"1.531,84",2
State of Santa Catarina,CRM / email,"0,00",0
State of Santa Catarina,google / cpc,"0,00",0
State of Santa Catarina,google / cpc,"88.093,46",17
State of Santa Catarina,google / cpc,"0,00",0
State of Santa Catarina,google / cpc,"0,00",0
State of Santa Catarina,google / organic,"27.514,19",8
State of Santa Catarina,site-institucional / banner-principal-home,"1.208,39",1
State of Santa Catarina,"site-institucional / banner-principal-home,banner-principal-home","1.020,44",2
State of Santa Catarina,site-institucional / portais,"0,00",0
State of Santa Catarina,site-institucional / rodape,"0,00",0
State of Santa Catarina,site-institucional / sobre,"0,00",0
State of Santa Catarina,site-sadia / referral,"0,00",0
State of Santa Catarina,whatsapp / whatsapp_faq_como_aplicar_cupom,"1.390,42",1
State of Santa Catarina,whatsapp / whatsapp_quero_me_cadastrar,"0,00",0
State of Santa Catarina,"crm,sfmc / email,email","0,00",0
State of Santa Catarina,sfmc / email,"0,00",0
State of Santa Catarina,"crm,crm / email,email","0,00",0
State of Santa Catarina,crm / email,"0,00",0
State of Santa Catarina,"crm,crm / email,email","0,00",0
State of Sao Paulo,(direct) / (none),"268.922,64",110
State of Sao Paulo,bing / organic,"2.197,48",4
State of Sao Paulo,br.search.yahoo.com / referral,"0,00",0
State of Sao Paulo,brf-global.com / referral,"521,91",1
State of Sao Paulo,brf.force.com / referral,"0,00",0
State of Sao Paulo,brf.my.site.com / referral,"0,00",0
State of Sao Paulo,crm / email,"0,00",0
State of Sao Paulo,CRM / email,"0,00",0
State of Sao Paulo,CRM / email,"0,00",0
State of Sao Paulo,google / cpc,"8.424,07",1
State of Sao Paulo,google / cpc,"287.364,73",44
State of Sao Paulo,google / cpc,"4.528,05",1
State of Sao Paulo,google / cpc,"0,00",0
State of Sao Paulo,google / cpc,"0,00",0
State of Sao Paulo,google / cpc,"0,00",0
State of Sao Paulo,google / cpc,"0,00",0
State of Sao Paulo,google / cpc,"0,00",0
State of Sao Paulo,google / cpc,"0,00",0
State of Sao Paulo,google / organic,"113.528,75",63
State of Sao Paulo,l.wl.co / referral,"0,00",0
State of Sao Paulo,msn.com / referral,"0,00",0
State of Sao Paulo,pesquisa.brf.com / referral,"0,00",0
State of Sao Paulo,sadia.com.br / referral,"0,00",0
State of Sao Paulo,site-institucional / banner-principal-home,"0,00",0
State of Sao Paulo,site-institucional / portais,"1.124,81",2
State of Sao Paulo,site-institucional / rodape,"0,00",0
State of Sao Paulo,site-institucional / sobre,"1.115,97",2
State of Sao Paulo,site-sadia / footer-,"0,00",0
State of Sao Paulo,site-sadia / referral,"468,58",1
State of Sao Paulo,whatsapp / fifo_setembro,"1.188,76",1
State of Sao Paulo,whatsapp / whatsapp_faq_como_cancelar_pedido,"0,00",0
State of Sao Paulo,whatsapp / whatsapp_faq_novo_cadastro_cnpj,"0,00",0
State of Sao Paulo,whatsapp / whatsapp_faq_vincular_numero_de_telefone,"2.225,12",2
State of Sao Paulo,whatsapp / whatsapp_quero_me_cadastrar,"509,99",1
State of Sao Paulo,"crm,crm / email,email","0,00",0
State of Sao Paulo,"crm,crm / email,email","1.631,90",1
State of Sao Paulo,sfmc / email,"0,00",0
State of Sao Paulo,sfmc / email,"0,00",0
State of Sao Paulo,sfmc / email,"740,40",1
State of Sao Paulo,crm / email,"0,00",0
State of Sao Paulo,"crm,crm / email,email","0,00",0
State of Sao Paulo,crm / email,"443,30",1
State of Sao Paulo,crm / email,"5.963,64",2
State of Sao Paulo,crm / email,"0,00",0
State of Sao Paulo,"crm,crm / email,email","0,00",0
State of Sergipe,brf-global.com / referral,"1.587,44",2
State of Sergipe,google / cpc,"0,00",0
State of Sergipe,google / organic,"2.655,00",1
State of Tocantins,(direct) / (none),"1.942,34",1
State of Tocantins,google / cpc,"2.136,20",1
State of Tocantins,google / organic,"1.668,36",2
State of Tocantins,site-sadia / referral,"0,00",0
Taipei City,google / organic,"0,00",0
Tbilisi,site-perdigao / referral,"0,00",0
Texas,(direct) / (none),"0,00",0
Tokyo,site-institucional / nossas-marcas,"0,00",0
Tolna County,(direct) / (none),"878,78",1
Virginia,(direct) / (none),"0,00",0
Virginia,crm / email,"0,00",0
Virginia,crm / email,"0,00",0
Virginia,crm / email,"0,00",0
Washington,(direct) / (none),"0,00",0
(not set),(direct) / (none),"0,00",0
(not set),whatsapp / banner,"6.733,49",6
(not set),whatsapp / whatsapp_quero_me_cadastrar,"0,00",0
Bavaria,google / organic,"555,74",1
Bekes County,google / organic,"861,29",1
County Dublin,(direct) / (none),"0,00",0
East Java,(direct) / (none),"0,00",0
East Java,google / cpc,"0,00",0
England,(direct) / (none),"0,00",0
Federal District,(direct) / (none),"5.539,58",3
Federal District,CRM / email,"695,29",1
Federal District,google / cpc,"0,00",0
Federal District,google / cpc,"8.503,30",2
Federal District,google / cpc,"0,00",0
Federal District,google / organic,"1.609,01",2
Federal District,l.instagram.com / referral,"1.299,74",1
Federal District,site-institucional / banner-principal-home,"0,00",0
Federal District,whatsapp / banner,"0,00",0
Federal District,whatsapp / Central_Friday,"0,00",0
Federal District,whatsapp / comemorativos_20221024,"0,00",0
Federal District,whatsapp / whatsapp_faq_fazer_pedido_pelo_whats,"457,97",1
Federal District,whatsapp / whatsapp_quero_me_cadastrar,"0,00",0
Federal District,sfmc / email,"0,00",0
Federal District,crm / email,"0,00",0
Hauts-de-France,(direct) / (none),"0,00",0
Hessen,site-institucional / rodape,"0,00",0
Hessen,site-institucional / sobre,"0,00",0
Jasz-Nagykun-Szolnok,(direct) / (none),"0,00",0
Limburg,google / cpc,"8.325,92",4
Limburg,google / organic,"1.333,17",2
Lombardy,whatsapp / whatsapp_quero_me_cadastrar,"0,00",0
New South Wales,(direct) / (none),"0,00",0
New South Wales,site-institucional / rodape,"0,00",0
Norrbotten County,facebook.com / referral,"0,00",0
North Holland,whatsapp / whatsapp_faq_vincular_numero_de_telefone,"0,00",0
North Holland,whatsapp / whatsapp_quero_me_cadastrar,"0,00",0
North Rhine-Westphalia,site-institucional / rodape,"0,00",0
Ohio,(direct) / (none),"0,00",0
Piedmont,google / organic,"0,00",0
Porto District,google / organic,"0,00",0
State of Alagoas,(direct) / (none),"4.463,23",4
State of Alagoas,brf.my.site.com / referral,"3.566,39",3
State of Alagoas,google / cpc,"0,00",0
State of Alagoas,google / organic,"0,00",0
State of Alagoas,whatsapp / banner,"0,00",0
State of Alagoas,whatsapp / Ofertas_novembro_2q,"0,00",0
State of Amazonas,(direct) / (none),"8.946,04",9
State of Amazonas,brf-global.com / referral,"0,00",0
State of Amazonas,brf.force.com / referral,"0,00",0
State of Amazonas,CRM / email,"3.187,04",2
State of Amazonas,CRM / email,"0,00",0
State of Amazonas,CRM / email,"0,00",0
State of Amazonas,email / email,"0,00",0
State of Amazonas,google / cpc,"0,00",0
State of Amazonas,google / cpc,"0,00",0
State of Amazonas,google / organic,"4.546,75",6
State of Amazonas,pesquisa.brf.com / referral,"0,00",0
State of Amazonas,site-institucional / banner-principal-home,"0,00",0
State of Amazonas,whatsapp / banner,"608,80",1
State of Amazonas,whatsapp / Central_Friday,"0,00",0
State of Amazonas,whatsapp / feristas_janeiro,"2.098,56",3
State of Amazonas,whatsapp / whatsapp_faq_novo_cadastro_cnpj,"1.236,40",1
State of Amazonas,"crm,sfmc / email,email","0,00",0
State of Amazonas,"crm,crm / email,email","26.350,25",10
State of Bahia,(direct) / (none),"70.433,77",29
State of Bahia,brf.force.com / referral,"0,00",0
State of Bahia,CRM / email,"0,00",0
State of Bahia,email / email,"0,00",0
State of Bahia,google / cpc,"3.907,45",1
State of Bahia,google / cpc,"19.281,96",7
State of Bahia,google / cpc,"0,00",0
State of Bahia,google / organic,"67.426,93",18
State of Bahia,google / organic,"844,61",1
State of Bahia,l.wl.co / referral,"0,00",0
State of Bahia,sadia.com.br / referral,"0,00",0
State of Bahia,site-institucional / banner-peq-home,"0,00",0
State of Bahia,site-institucional / banner-principal-home,"1.446,31",2
State of Bahia,site-institucional / sobre,"0,00",0
State of Bahia,site-sadia / footer-,"0,00",0
State of Bahia,whatsapp / banner,"0,00",0
State of Bahia,whatsapp / banner,"924,66",2
State of Bahia,whatsapp / banner,"0,00",0
State of Bahia,whatsapp / cadastro_cnn_agosto_1q,"0,00",0
State of Bahia,whatsapp / Central_Friday,"0,00",0
State of Bahia,whatsapp / cnn_agosto_1q,"0,00",0
State of Bahia,whatsapp / dia_do_comerciante,"614,80",1
State of Bahia,whatsapp / feristas_janeiro,"1.090,71",2
State of Bahia,whatsapp / fifo_setembro,"0,00",0
State of Bahia,whatsapp / whatsapp_faq_novo_cadastro_cnpj,"536,04",1
State of Bahia,whatsapp / whatsapp_faq_vincular_numero_de_telefone,"889,45",2
State of Bahia,whatsapp / whatsapp_ofertas_niver2,"504,89",1
State of Bahia,whatsapp / whatsapp_quero_me_cadastrar,"519,64",1
State of Bahia,"crm,sfmc / email,email","606,42",1
State of Bahia,"crm,sfmc / email,email","0,00",0
State of Bahia,sfmc / email,"0,00",0
State of Bahia,sfmc / email,"0,00",0
State of Bahia,crm / email,"0,00",0
State of Bahia,crm / email,"0,00",0
State of Bahia,crm / email,"0,00",0
State of Bahia,"crm,crm / email,email","0,00",0
State of Ceara,(direct) / (none),"7.873,28",6
State of Ceara,brf.force.com / referral,"848,64",1
State of Ceara,CRM / email,"0,00",0
State of Ceara,CRM / email,"0,00",0
State of Ceara,google / cpc,"10.278,98",4
